store;websites;attribute_set;type;categories;sku;name;meta_title;meta_description;image;image_label;small_image;thumbnail;url_key;url_path;ean;shipping_delay;price;special_price;special_from_date;special_to_date;cost;weight;eco_participation;status;visibility;tax_class_id;color;brand;supplier_name;size;essorage;capacite;decibels;classe_energetique;description;short_description;meta_keyword;news_from_date;news_to_date;qty;is_in_stock;stock_status_changed_automatically;product_name;small_image_label;thumbnail_label;dispo;nb_couverts
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/L'aspiration::1::1::1/Hotte::1::1::1/Décorative murale::1::1::1";FND-PRF0097373;"Hotte décorative murale ELICA - PRF0097373";"Hotte décorative murale ELICA - PRF0097373 | Lacoop.fr";"Achetez Hotte décorative murale ELICA - PRF0097373 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8020283037687_1_600.jpg;"Hotte décorative murale ELICA - PRF0097373 - Lacoop.fr";http://www.findis.fr/data/photos/300/8020283037687_1_300.jpg;http://www.findis.fr/data/photos/150/8020283037687_1_150.jpg;hotte-décorative-murale-elica-prf0097373;hotte-décorative-murale-elica-prf0097373.html;8020283037687;;353.29;;;;243.90;11.67;4.17;Activé;"Catalogue, Recherche";"Taxe Produits";;ELICA;FINDIS;;;;"62 dB";A;"<h2>Détails produit</h2><p><br>Description guide : Spot Plus IX/A/90 - 3 vitesses + 1 Booster - Afficheur LCD - Filtres à graisse métalliques - Eclairage LED - Sortie Ø 150 mm - Finition inox.<br>Largeur : 90 cm<br>Débit : 603 m3/h<br>Niveau sonore : 62 dB<br>Conso élec : 50 kWh/an<br>Filtre à charbon : en option<br>Filtre à charbon : F00333/S<br>Connecté : non<br>Label énergie : A<br>Evacuation des vapeurs : A<br>Efficacité éclairage : A<br>Filtration des graisses : B<br>Coloris : inox<br>Cordon électrique : NC<br>Type de hotte : plat<br>Diamètre de la sortie d'air : 150 mm<br>Dimensions : L 90 x H 64/109 x P 45 cm</p>";"<p><strong>Hotte décorative murale ELICA - PRF0097373</strong></p><p><br>Volume sonore max. : 62 dB<br>Classe_energetique. : A<br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Hotte décorative murale ELICA - PRF0097373";"Hotte décorative murale ELICA - PRF0097373 - Lacoop.fr";"Hotte décorative murale ELICA - PRF0097373 - Lacoop.fr";commande;0
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Réception télévision::1::1::1/Satellite::1::1::1/Paraboles::1::1::1";FND-141202R13;"Paraboles null CAHORS - 141202R13";"Paraboles null CAHORS - 141202R13 | Lacoop.fr";"Achetez Paraboles null CAHORS - 141202R13 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3579431412029_1_600.jpg;"Paraboles null CAHORS - 141202R13 - Lacoop.fr";http://www.findis.fr/data/photos/300/3579431412029_1_300.jpg;http://www.findis.fr/data/photos/150/3579431412029_1_150.jpg;paraboles-null-cahors-141202r13;paraboles-null-cahors-141202r13.html;3579431412029;;30.37;;;;21.20;3.97;0.08;Activé;"Catalogue, Recherche";"Taxe Produits";;CAHORS;FINDIS;;;;;;"<h2>Détails produit</h2><p><br>Matière : Alu<br>Diamètre : 65 cm<br>LNB fourni : Oui<br>Multi-satellites : Non<br>Couleur : Grise</p>";"<p><strong>Paraboles null CAHORS - 141202R13</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Paraboles null CAHORS - 141202R13";"Paraboles null CAHORS - 141202R13 - Lacoop.fr";"Paraboles null CAHORS - 141202R13 - Lacoop.fr";;0
admin;base;Findis;simple;"Petit electromenager::1::1::1/Le petit déjeuner::1::1::1/Machine à café::1::1::1/Expresso::1::1::1";FND-11411;"Machine à café Expresso MAGIMIX - 11411";"Machine à café Expresso MAGIMIX - 11411 | Lacoop.fr";"Achetez Machine à café Expresso MAGIMIX - 11411 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3519280114118_1_600.jpg;"Machine à café Expresso MAGIMIX - 11411 - Lacoop.fr";http://www.findis.fr/data/photos/300/3519280114118_1_300.jpg;http://www.findis.fr/data/photos/150/3519280114118_1_150.jpg;machine-à-café-expresso-magimix-11411;machine-à-café-expresso-magimix-11411.html;3519280114118;;169.84;;;;118.77;2.02;0.20;Activé;"Catalogue, Recherche";"Taxe Produits";;MAGIMIX;FINDIS;;;"1.8 L";;;"<h2>Détails produit</h2><p><br>Description guide : L'Expresso manuel - Extracrem - Compatible café moulu ou dosettes - Buse vapeur + cappuccino - Réservoir d'eau amovible - Plaque chauffe-tasses<br>Puissance : 1260 Watts<br>Pression : 19 bars<br>Buse : Eau chaude, vapeur + embout cappucino<br>Programmable : Non<br>Capacité : 1.8 L<br>Capacité cafetière : 0 Tasses<br>Type de café : Moulu et dosette<br>Sélecteur d'arômes : Non<br>Auto stop : Non<br>Système anti-goutte : Non<br>couleur : chromé<br>Le + produit : Filtre à eau Brita intégré<br>Dimensions (LxHxP) : 25 x 30 x 24 cm<br>Poids net : 6.3 Kg</p>";"<p><strong>Machine à café Expresso MAGIMIX - 11411</strong></p><p><br>Capacité : 1.8 L<br>Voir les détails produit ci-dessous</p>";;;;6;1;1;"Machine à café Expresso MAGIMIX - 11411";"Machine à café Expresso MAGIMIX - 11411 - Lacoop.fr";"Machine à café Expresso MAGIMIX - 11411 - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Le lavage::1::1::1/Lave-linge::1::1::1/Top::1::1::1";FND-FWQ6412C;"Lave-linge top FAURE - FWQ6412C";"Lave-linge top FAURE - FWQ6412C | Lacoop.fr";"Achetez Lave-linge top FAURE - FWQ6412C à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/7332543615797_1_600.jpg;"Lave-linge top FAURE - FWQ6412C - Lacoop.fr";http://www.findis.fr/data/photos/300/7332543615797_1_300.jpg;http://www.findis.fr/data/photos/150/7332543615797_1_150.jpg;lave-linge-top-faure-fwq6412c;lave-linge-top-faure-fwq6412c.html;7332543615797;;353.14;;;;240.30;57.81;8.33;Activé;"Catalogue, Recherche";"Taxe Produits";;FAURE;FINDIS;;1200;"6 kg";;A+++;"<h2>Détails produit</h2><p><br>Description guide : 11 programmes dont 30°@30' - Option Rapide - Tambour 42 litres - Accès direct au tambour - Départ différé 3-6-9 heures.<br>Accès direct au tambour : Oui<br>Raccord eau chaude : non<br>Fonction Vapeur : Non<br>Volume du tambour : 42 L<br>Capacité : 6 kg<br>Vitesse d'essorage maxi : 1200 trs/min<br>Conso élec : 150 kWh/an<br>Conso eau : 9490 L/an<br>Niveau sonore lavage : 57 dB<br>Niveau sonore essorage : 76 dB<br>Départ différé : 3-6-9 heures<br>Afficheur Temps Restant : non<br>Connecté : non<br>Label énergie : A+++<br>Label essorage : B<br>Le + produit : Utilisation simple<br>Dimensions (LxHxP) : 40 x 89 x 60 cm<br>Poids net : 58 Kg<br>Lieu de fabrication : Pologne</p>";"<p><strong>Lave-linge top FAURE - FWQ6412C</strong></p><p><br>Capacité : 6 kg<br>Essorage max. : 1200<br>Classe_energetique. : A+++<br>Voir les détails produit ci-dessous</p>";;;;23;1;1;"Lave-linge top FAURE - FWQ6412C";"Lave-linge top FAURE - FWQ6412C - Lacoop.fr";"Lave-linge top FAURE - FWQ6412C - Lacoop.fr";;0
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Réseau  - informatique::1::1::1/Réseau vdi ftth  - coffret et baie 19""::1::1::1";FND-13P1553002;"Réseau VDI FTTH / Coffret et baie 19&quot; null CAHORS - 13P1553002";"Réseau VDI FTTH / Coffret et baie 19&quot; null CAHORS - 13P1553002 | Lacoop.fr";"Achetez Réseau VDI FTTH / Coffret et baie 19&quot; null CAHORS - 13P1553002 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3579430021109_1_600.jpg;"Réseau VDI FTTH / Coffret et baie 19&quot; null CAHORS - 13P1553002 - Lacoop.fr";http://www.findis.fr/data/photos/300/3579430021109_1_300.jpg;http://www.findis.fr/data/photos/150/3579430021109_1_150.jpg;réseau-vdi-ftth-coffret-et-baie-19&quot-null-cahors-13p1553002;réseau-vdi-ftth-coffret-et-baie-19&quot-null-cahors-13p1553002.html;3579430021109;;28.33;;;;19.84;0.00;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;CAHORS;FINDIS;;;;;;;"<p><strong>Réseau VDI FTTH / Coffret et baie 19&quot; null CAHORS - 13P1553002</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Réseau VDI FTTH / Coffret et baie 19&quot; null CAHORS - 13P1553002";"Réseau VDI FTTH / Coffret et baie 19&quot; null CAHORS - 13P1553002 - Lacoop.fr";"Réseau VDI FTTH / Coffret et baie 19&quot; null CAHORS - 13P1553002 - Lacoop.fr";;0
admin;base;Findis;simple;"Petit electromenager::1::1::1/Le petit déjeuner::1::1::1/Grille -pain::1::1::1/Multi-fente::1::1::1";FND-5KMT221EER;"Grille-Pain multi-fente KITCHENAID - 5KMT221EER";"Grille-Pain multi-fente KITCHENAID - 5KMT221EER | Lacoop.fr";"Achetez Grille-Pain multi-fente KITCHENAID - 5KMT221EER à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/5413184160593_1_600.jpg;"Grille-Pain multi-fente KITCHENAID - 5KMT221EER - Lacoop.fr";http://www.findis.fr/data/photos/300/5413184160593_1_300.jpg;http://www.findis.fr/data/photos/150/5413184160593_1_150.jpg;grille-pain-multi-fente-kitchenaid-5kmt221eer;grille-pain-multi-fente-kitchenaid-5kmt221eer.html;5413184160593;;126.76;;;;88.56;1.03;0.25;Activé;"Catalogue, Recherche";"Taxe Produits";;KITCHENAID;FINDIS;;;;;;"<h2>Détails produit</h2><p><br>Description guide : Thermostat 7 positions - Bouton griller/arrêter - Réchauffe viennoiserie - Décongélation - Maintien au chaud - En métal coulé<br>Puissance : 1100 Watts<br>Le + produit : Immersion automatique<br>Dimensions (LxHxP) : 28,6 x 21 x 18,4 cm</p>";"<p><strong>Grille-Pain multi-fente KITCHENAID - 5KMT221EER</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;5;1;1;"Grille-Pain multi-fente KITCHENAID - 5KMT221EER";"Grille-Pain multi-fente KITCHENAID - 5KMT221EER - Lacoop.fr";"Grille-Pain multi-fente KITCHENAID - 5KMT221EER - Lacoop.fr";;0
admin;base;Findis;simple;"Image::1::1::1/Tv::1::1::1/Écran de projection::1::1::1/Motorisé::1::1::1";FND-EPS100R;"Écran de projection Motorisé EUROPSONIC - EPS100R";"Écran de projection Motorisé EUROPSONIC - EPS100R | Lacoop.fr";"Achetez Écran de projection Motorisé EUROPSONIC - EPS100R à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3528090080506_1_600.jpg;"Écran de projection Motorisé EUROPSONIC - EPS100R - Lacoop.fr";http://www.findis.fr/data/photos/300/3528090080506_1_300.jpg;http://www.findis.fr/data/photos/150/3528090080506_1_150.jpg;Écran-de-projection-motorisé-europsonic-eps100r;Écran-de-projection-motorisé-europsonic-eps100r.html;3528090080506;;295.20;;;;206.37;12.00;0.42;Activé;"Catalogue, Recherche";"Taxe Produits";;EUROPSONIC;FINDIS;;;;;;"<h2>Détails produit</h2><p><br>Format : 4/3<br>Type d'écran : Motorisé<br>Le + produit : Livré avec télécommande sans fil.</p>";"<p><strong>Écran de projection Motorisé EUROPSONIC - EPS100R</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Écran de projection Motorisé EUROPSONIC - EPS100R";"Écran de projection Motorisé EUROPSONIC - EPS100R - Lacoop.fr";"Écran de projection Motorisé EUROPSONIC - EPS100R - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/La cuisson::1::1::1/Piano de cuisson::1::1::1/Induction::1::1::1";FND-PACKR110EIAUB;"Piano de cuisson induction STOVES - PACKR110EIAUB";"Piano de cuisson induction STOVES - PACKR110EIAUB | Lacoop.fr";"Achetez Piano de cuisson induction STOVES - PACKR110EIAUB à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3046171904003_1_600.jpg;"Piano de cuisson induction STOVES - PACKR110EIAUB - Lacoop.fr";http://www.findis.fr/data/photos/300/3046171904003_1_300.jpg;http://www.findis.fr/data/photos/150/3046171904003_1_150.jpg;piano-de-cuisson-induction-stoves-packr110eiaub;piano-de-cuisson-induction-stoves-packr110eiaub.html;3046171904003;;3167.68;;;;2245.50;33.00;12.50;Activé;"Catalogue, Recherche";"Taxe Produits";;STOVES;FINDIS;;;;;;"<h2>Détails produit</h2><p><br>Largeur : 110 cm<br>Energie four : électrique<br>Type de cuisson : Multiple<br>Chaleur tournante : Oui<br>Nettoyage four : Email lisse<br>Programmateur : oui<br>Préconisation température : Non<br>Ouverture porte : multiple<br>Porte froide : Non<br>Tournebroche : sans<br>Table de cuisson : induction 5 zones<br>Le + produit : Une cuisine harmonieuse<br>Coloris : rétro marron<br>Dimensions (LxHxP) : 109,6 x 90/93 x 60 cm<br>Poids net : 115 Kg<br>Lieu de fabrication : Royaume Uni</p>";"<p><strong>Piano de cuisson induction STOVES - PACKR110EIAUB</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Piano de cuisson induction STOVES - PACKR110EIAUB";"Piano de cuisson induction STOVES - PACKR110EIAUB - Lacoop.fr";"Piano de cuisson induction STOVES - PACKR110EIAUB - Lacoop.fr";commande;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/La cuisson::1::1::1/Table de cuisson::1::1::1";FND-ET675FMP1E;"Table de cuisson null SIEMENS - ET675FMP1E";"Table de cuisson null SIEMENS - ET675FMP1E | Lacoop.fr";"Achetez Table de cuisson null SIEMENS - ET675FMP1E à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4242003762899_1_600.jpg;"Table de cuisson null SIEMENS - ET675FMP1E - Lacoop.fr";http://www.findis.fr/data/photos/300/4242003762899_1_300.jpg;http://www.findis.fr/data/photos/150/4242003762899_1_150.jpg;table-de-cuisson-null-siemens-et675fmp1e;table-de-cuisson-null-siemens-et675fmp1e.html;4242003762899;;585.91;;;;406.80;8.47;4.17;Activé;"Catalogue, Recherche";"Taxe Produits";;SIEMENS;FINDIS;;;;;;;"<p><strong>Table de cuisson null SIEMENS - ET675FMP1E</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;1;1;1;"Table de cuisson null SIEMENS - ET675FMP1E";"Table de cuisson null SIEMENS - ET675FMP1E - Lacoop.fr";"Table de cuisson null SIEMENS - ET675FMP1E - Lacoop.fr";;0
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Portier::1::1::1/Controle d'accès::1::1::1/Lecteurs::1::1::1";FND-LECVGK2FS;"Controle d'accès Lecteurs CAPTIV URMET - LECVGK2FS";"Controle d'accès Lecteurs CAPTIV URMET - LECVGK2FS | Lacoop.fr";"Achetez Controle d'accès Lecteurs CAPTIV URMET - LECVGK2FS à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3608500142847_1_600.jpg;"Controle d'accès Lecteurs CAPTIV URMET - LECVGK2FS - Lacoop.fr";http://www.findis.fr/data/photos/300/3608500142847_1_300.jpg;http://www.findis.fr/data/photos/150/3608500142847_1_150.jpg;controle-d'accès-lecteurs-captiv-urmet-lecvgk2fs;controle-d'accès-lecteurs-captiv-urmet-lecvgk2fs.html;3608500142847;;394.70;;;;276.40;0.00;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;"CAPTIV URMET";FINDIS;;;;;;;"<p><strong>Controle d'accès Lecteurs CAPTIV URMET - LECVGK2FS</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Controle d'accès Lecteurs CAPTIV URMET - LECVGK2FS";"Controle d'accès Lecteurs CAPTIV URMET - LECVGK2FS - Lacoop.fr";"Controle d'accès Lecteurs CAPTIV URMET - LECVGK2FS - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/La cuisson::1::1::1/Table de cuisson::1::1::1/Gaz::1::1::1";FND-EP7A6QB20;"Table de cuisson gaz SIEMENS - EP7A6QB20";"Table de cuisson gaz SIEMENS - EP7A6QB20 | Lacoop.fr";"Achetez Table de cuisson gaz SIEMENS - EP7A6QB20 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4242003742525_1_600.jpg;"Table de cuisson gaz SIEMENS - EP7A6QB20 - Lacoop.fr";http://www.findis.fr/data/photos/300/4242003742525_1_300.jpg;http://www.findis.fr/data/photos/150/4242003742525_1_150.jpg;table-de-cuisson-gaz-siemens-ep7a6qb20;table-de-cuisson-gaz-siemens-ep7a6qb20.html;4242003742525;;645.03;;;;448.20;8.47;4.17;Activé;"Catalogue, Recherche";"Taxe Produits";;SIEMENS;FINDIS;;;;;;"<h2>Détails produit</h2><p><br>Largeur : 75.2 cm<br>Matière : verre trempé<br>Brûleur gaz : 5<br>Plaque électrique : 0<br>Foyer radiant : 0<br>Foyer Induction : 0<br>Foyer(s) droit : AV -/1,75 _ AR -/3 cm/kW<br>Foyer(s) central : Wok 4 cm/kW<br>Foyer(s) gauche : AV -/1 _ AR -/1,75 cm/kW<br>Injecteurs : équipée pour le gaz naturel - Livrée avec injecteurs butane/propane<br>Grilles : fonte<br>Bandeau : frontal<br>Commandes : manettes<br>Puissance de raccordement : 11500 W<br>Alimentation : 220-240 V / 50-60 Hz / 3 A<br>Connecté : non<br>Le + produit : Largeur 75 cm<br>Cordon électrique : fourni (100 cm) sans fiche<br>Coloris table : noir<br>Bordure : sans cadre<br>Dimensions Hors tout (LxHxP) : 75,2 x 5,6 x 52 cm<br>Dimensions Encastrement (LxHxP) : 56 x 4,5 x 48 cm<br>Poids net : 18 Kg</p>";"<p><strong>Table de cuisson gaz SIEMENS - EP7A6QB20</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Table de cuisson gaz SIEMENS - EP7A6QB20";"Table de cuisson gaz SIEMENS - EP7A6QB20 - Lacoop.fr";"Table de cuisson gaz SIEMENS - EP7A6QB20 - Lacoop.fr";commande;0
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Réception télévision::1::1::1/Satellite::1::1::1/Paraboles::1::1::1";FND-OA38H;"Paraboles null WISI - OA38H";"Paraboles null WISI - OA38H | Lacoop.fr";"Achetez Paraboles null WISI - OA38H à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4010056134297_1_600.jpg;"Paraboles null WISI - OA38H - Lacoop.fr";http://www.findis.fr/data/photos/300/4010056134297_1_300.jpg;http://www.findis.fr/data/photos/150/4010056134297_1_150.jpg;paraboles-null-wisi-oa38h;paraboles-null-wisi-oa38h.html;4010056134297;;50.58;;;;35.42;3.97;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;WISI;FINDIS;;;;;;"<h2>Détails produit</h2><p><br>Matière : Alu<br>Diamètre : 75 cm<br>LNB fourni : Non<br>Multi-satellites : Non<br>Couleur : Anthracite</p>";"<p><strong>Paraboles null WISI - OA38H</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Paraboles null WISI - OA38H";"Paraboles null WISI - OA38H - Lacoop.fr";"Paraboles null WISI - OA38H - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/La cuisson::1::1::1/Piano de cuisson::1::1::1/Mixte::1::1::1";FND-COLCLA110BLC;"Piano de cuisson mixte FALCON - COLCLA110BLC";"Piano de cuisson mixte FALCON - COLCLA110BLC | Lacoop.fr";"Achetez Piano de cuisson mixte FALCON - COLCLA110BLC à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/5028683167846_1_600.jpg;"Piano de cuisson mixte FALCON - COLCLA110BLC - Lacoop.fr";http://www.findis.fr/data/photos/300/5028683167846_1_300.jpg;http://www.findis.fr/data/photos/150/5028683167846_1_150.jpg;piano-de-cuisson-mixte-falcon-colcla110blc;piano-de-cuisson-mixte-falcon-colcla110blc.html;5028683167846;;3047.63;;;;2160.00;33.00;12.49;Activé;"Catalogue, Recherche";"Taxe Produits";;FALCON;FINDIS;;;;;A;"<h2>Détails produit</h2><p><br>Largeur : 110 cm<br>Energie four : électrique<br>Type de cuisson : Multiple<br>Chaleur tournante : Oui<br>Nettoyage four : Catalyse<br>Programmateur : électronique<br>Préconisation température : Non<br>Ouverture porte : multiple<br>Porte froide : Non<br>Eclairage intérieur : oui<br>Tournebroche : sans<br>Table de cuisson : 6 feux gaz<br>Allumage table : électronique<br>Sécurité gaz : par thermocouple<br>Injecteurs : Equipé pour le gaz naturel - Livré avec injecteurs butane/propane<br>Grilles : fonte<br>Label énergie : A<br>Le + produit : Finition noir + chrome<br>Coloris : noir<br>Dimensions (LxHxP) : 110 x 90/92,5 x 60 cm<br>Lieu de fabrication : Angleterre</p>";"<p><strong>Piano de cuisson mixte FALCON - COLCLA110BLC</strong></p><p><br>Classe_energetique. : A<br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Piano de cuisson mixte FALCON - COLCLA110BLC";"Piano de cuisson mixte FALCON - COLCLA110BLC - Lacoop.fr";"Piano de cuisson mixte FALCON - COLCLA110BLC - Lacoop.fr";commande;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/L'aspiration::1::1::1/Groupe filtrant::1::1::1/Avec moteur::1::1::1";FND-1768336;"Groupe filtrant avec moteur ELICA - 1768336";"Groupe filtrant avec moteur ELICA - 1768336 | Lacoop.fr";"Achetez Groupe filtrant avec moteur ELICA - 1768336 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8020283014220_1_600.jpg;"Groupe filtrant avec moteur ELICA - 1768336 - Lacoop.fr";http://www.findis.fr/data/photos/300/8020283014220_1_300.jpg;http://www.findis.fr/data/photos/150/8020283014220_1_150.jpg;groupe-filtrant-avec-moteur-elica-1768336;groupe-filtrant-avec-moteur-elica-1768336.html;8020283014220;;132.24;;;;89.10;11.67;4.17;Activé;"Catalogue, Recherche";"Taxe Produits";;ELICA;FINDIS;;;;"71 dB";C;"<h2>Détails produit</h2><p><br>Description guide : ELIBLOC HT LED GR/A/60 - 3 vitesses - Commande par curseur - Filtres métal - Eclairage LED - Sortie Ø 150 mm - Largeur 52,4 cm - Finition inox.<br>Largeur : 52.4 cm<br>Débit : 645 m3/h<br>Niveau sonore : 71 dB<br>Conso élec : 114 kWh/an<br>Filtre à charbon : en option<br>Filtre à charbon : F00169/1S<br>Connecté : non<br>Label énergie : C<br>Evacuation des vapeurs : D<br>Efficacité éclairage : A<br>Filtration des graisses : C<br>Le + produit : Débit d'air élevé<br>Coloris : inox<br>Cordon électrique : NC<br>Diamètre de la sortie d'air : 150 mm<br>Commentaire dim : Encastrement<br>Dimensions : L 49,25 x P 25,8 cm</p>";"<p><strong>Groupe filtrant avec moteur ELICA - 1768336</strong></p><p><br>Volume sonore max. : 71 dB<br>Classe_energetique. : C<br>Voir les détails produit ci-dessous</p>";;;;4;1;1;"Groupe filtrant avec moteur ELICA - 1768336";"Groupe filtrant avec moteur ELICA - 1768336 - Lacoop.fr";"Groupe filtrant avec moteur ELICA - 1768336 - Lacoop.fr";;0
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Réception télévision::1::1::1/Terrestre::1::1::1/Kits préampli::1::1::1";FND-7328+2436;"Kits préampli null JOHANSSON - 7328+2436";"Kits préampli null JOHANSSON - 7328+2436 | Lacoop.fr";"Achetez Kits préampli null JOHANSSON - 7328+2436 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/2073280900016_1_600.jpg;"Kits préampli null JOHANSSON - 7328+2436 - Lacoop.fr";http://www.findis.fr/data/photos/300/2073280900016_1_300.jpg;http://www.findis.fr/data/photos/150/2073280900016_1_150.jpg;kits-préampli-null-johansson-7328+2436;kits-préampli-null-johansson-7328+2436.html;2073280900016;;18.41;;;;12.89;0.00;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;JOHANSSON;FINDIS;;;;;;"<h2>Détails produit</h2><p><br>Nombre d'entrée(s) : 1<br>Entrée(s) : UHF<br>Canaux : 21-60<br>Réjection UHF LTE700 : Non</p>";"<p><strong>Kits préampli null JOHANSSON - 7328+2436</strong></p><p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Kits préampli null JOHANSSON - 7328+2436";"Kits préampli null JOHANSSON - 7328+2436 - Lacoop.fr";"Kits préampli null JOHANSSON - 7328+2436 - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Le froid::1::1::1/Réfrigérateur::1::1::1/Américain::1::1::1";FND-ORE24VGFWW;"Réfrigérateur américain GENERAL ELECTRIC - ORE24VGFWW";"Réfrigérateur américain GENERAL ELECTRIC - ORE24VGFWW | Lacoop.fr";"Achetez Réfrigérateur américain GENERAL ELECTRIC - ORE24VGFWW à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/0757638343626_1_600.jpg;"Réfrigérateur américain GENERAL ELECTRIC - ORE24VGFWW - Lacoop.fr";http://www.findis.fr/data/photos/300/0757638343626_1_300.jpg;http://www.findis.fr/data/photos/150/0757638343626_1_150.jpg;réfrigérateur-américain-general-electric-ore24vgfww;réfrigérateur-américain-general-electric-ore24vgfww.html;0757638343626;;3061.49;;;;2166.30;93.87;16.67;Activé;"Catalogue, Recherche";"Taxe Produits";;"GENERAL ELECTRIC";FINDIS;;;;"46 dB";A+;"<h2>Détails produit</h2><p><br>Description guide : Réfrigérateur No-Frost : 404 L - Technologie ClimateKeeper - Clayettes verre - Bac CustomCool - Bac à légumes à humidité contrôlée. Congélateur No-Frost : 168 L - Technologie FrostGard -2 casiers amovibles - 3 clayettes métalliques - Distributeur 3 fonctions - Filtre à eau intégré - Eclairage LED - Régulation électronique - Compresseur Inverter - Angles arrondis - Poignées tubulaires inox.<br>Largeur : 90.8 cm<br>Hauteur : 178 cm<br>Volume net (total) : 572 L<br>Type de froid : Total No-Frost<br>Volume net (réf.) : 404 L<br>Volume net (cong.) : 168 L<br>Autonomie : 0 heures<br>Pouvoir de congélation : 0 Kg/24H<br>Nombre de compresseurs : 1<br>Nombre de circuits : 2<br>Régulation : électronique<br>Affichage T° : oui<br>Alarme : oui<br>Distributeur d'eau : eau + glace pilée + glaçons<br>Ouverture facile : Sans<br>Porte(s) réversible(s) : Non<br>Niveau sonore : 46 dB<br>Conso élec : 472 kWh/an<br>Classe climatique : T<br>Connecté : non<br>Label énergie : A+<br>Dimensions (LxHxP) : 90,8 x 178 x 68,5 (61 hors portes) cm<br>Poids net : 0 Kg<br>Coloris : blanc</p>";"<p><strong>Réfrigérateur américain GENERAL ELECTRIC - ORE24VGFWW</strong></p><p><br>Volume sonore max. : 46 dB<br>Classe_energetique. : A+<br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Réfrigérateur américain GENERAL ELECTRIC - ORE24VGFWW";"Réfrigérateur américain GENERAL ELECTRIC - ORE24VGFWW - Lacoop.fr";"Réfrigérateur américain GENERAL ELECTRIC - ORE24VGFWW - Lacoop.fr";commande;0
