store;websites;attribute_set;type;categories;sku;name;meta_title;meta_description;image;image_label;small_image;thumbnail;url_key;url_path;ean;shipping_delay;price;special_price;special_from_date;special_to_date;cost;weight;eco_participation;status;visibility;tax_class_id;color;brand;supplier_name;size;essorage;capacite;decibels;classe_energetique;description;short_description;meta_keyword;news_from_date;news_to_date;qty;is_in_stock;stock_status_changed_automatically;product_name;small_image_label;thumbnail_label;dispo;nb_couverts
admin;base;Findis;simple;"Son  - telephonie::1::1::1/Telephonie::1::1::1/Téléphone résidentiel::1::1::1/Avec répondeur::1::1::1";FND-KXTG6821;"Téléphone résidentiel avec répondeur PANASONIC - KXTG6821";"Téléphone résidentiel avec répondeur PANASONIC - KXTG6821 | Lacoop.fr";"Achetez Téléphone résidentiel avec répondeur PANASONIC - KXTG6821 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/5025232741120_1_600.jpg;"Téléphone résidentiel avec répondeur PANASONIC - KXTG6821 - Lacoop.fr";http://www.findis.fr/data/photos/300/5025232741120_1_300.jpg;http://www.findis.fr/data/photos/150/5025232741120_1_150.jpg;téléphone-résidentiel-avec-répondeur-panasonic-kxtg6821;téléphone-résidentiel-avec-répondeur-panasonic-kxtg6821.html;5025232741120;;41.22;;;;28.80;0.11;0.08;Activé;"Catalogue, Recherche";"Taxe Produits";;PANASONIC;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Téléphone sans fil - Ecran 4,5 cm rétroéclairé - Clavier confortable avec touches espacées rétroéclairées - Fonction Mains libres - Fonction Réduction de bruit en communication - Touche d'accès direct aux fonctions clés - Blocage sélectif d'appels entrants - Répertoire 120 noms et numéros - Liste des 50 derniers appels reçus - Liste des 10 derniers appels émis - Verrouillage du clavier - Fonction Répondeur avancé avec 30 minutes d'enregistrement - Mode Eco personnalisable - Compatible avec les Box Internet - GAP (gestion de plusieurs combinés sur une même base) - Temps de charge : 7 heures - Autonomie de communication : 15 heures.</p><h3>Caractéristiques</h3><p><br>Numérique DECT : Oui<br>Répondeur : Non<br>Sans-fil : Oui<br>Mains libres : Oui<br>Combinés suppl. : 0<br>Ecran : LCD<br>Compatible fonction SMS : Non<br>Compatible Box ADSL : Oui</p>";"<p><strong>Téléphone résidentiel avec répondeur PANASONIC - KXTG6821</strong></p><p>Fermeture SoftClose</p><br>Voir les détails produit ci-dessous</p>";;;;20;1;1;"Téléphone résidentiel avec répondeur PANASONIC - KXTG6821";"Téléphone résidentiel avec répondeur PANASONIC - KXTG6821 - Lacoop.fr";"Téléphone résidentiel avec répondeur PANASONIC - KXTG6821 - Lacoop.fr";;0
admin;base;Findis;simple;"Son  - telephonie::1::1::1/Audio::1::1::1/Radio -laser::1::1::1/Sans k7::1::1::1";FND-ZSPS50B;"Radio-laser sans K7 SONY - ZSPS50B";"Radio-laser sans K7 SONY - ZSPS50B | Lacoop.fr";"Achetez Radio-laser sans K7 SONY - ZSPS50B à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4905524992304_1_600.jpg;"Radio-laser sans K7 SONY - ZSPS50B - Lacoop.fr";http://www.findis.fr/data/photos/300/4905524992304_1_300.jpg;http://www.findis.fr/data/photos/150/4905524992304_1_150.jpg;radio-laser-sans-k7-sony-zsps50b;radio-laser-sans-k7-sony-zsps50b.html;4905524992304;;92.79;;;;64.80;0.57;0.21;Activé;"Catalogue, Recherche";"Taxe Produits";;SONY;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Radio laser - Lecture CD/MP3 - Compatible CD-R/RW - USB Play : lecture des fichiers MP3 - Tuner digital FM/AM - 30 mémoires (20 FM / 10 AM) - 3 stations mémorisables par touche d'accès immédiats - Ecran LCD multifonction - Système de haut-parleurs Mega Bass - Entrée auxiliaire - Prise casque - Alimentation sur piles ou secteur.</p><h3>Caractéristiques</h3><p><br>Description guide : Lecture CD/MP3 - Compatible CD-R/RW - USB Play : lecture des fichiers MP3 - Tuner digital FM/AM - Ecran LCD multifonction - Système de haut-parleurs Mega Bass - Entrée auxiliaire - Alimentation sur piles ou secteur.<br>Puissance : 2 x 2 W (RMS)<br>Tuner : Digital<br>K 7 : Sans<br>Lecture MP3 : Oui<br>Port USB : Oui<br>Bluetooth intégré : Non<br>Compatible NFC : Non<br>Bass Reflex : Non<br>Le + produit : Design moderne<br>Dimensions (LxHxP) : 32 x 12,5 x 21,05 cm</p>";"<p><strong>Radio-laser sans K7 SONY - ZSPS50B</strong></p><p>Design moderne</p><br>Voir les détails produit ci-dessous</p>";;;;8;1;1;"Radio-laser sans K7 SONY - ZSPS50B";"Radio-laser sans K7 SONY - ZSPS50B - Lacoop.fr";"Radio-laser sans K7 SONY - ZSPS50B - Lacoop.fr";;0
admin;base;Findis;simple;"Petit electromenager::1::1::1/L'entretien des sols et du linge::1::1::1/Aspirateur::1::1::1/Traîneau sans sac::1::1::1";FND-BGS7MS64;"Aspirateur Traîneau sans sac BOSCH - BGS7MS64";"Aspirateur Traîneau sans sac BOSCH - BGS7MS64 | Lacoop.fr";"Achetez Aspirateur Traîneau sans sac BOSCH - BGS7MS64 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4242005060818_1_600.jpg;"Aspirateur Traîneau sans sac BOSCH - BGS7MS64 - Lacoop.fr";http://www.findis.fr/data/photos/300/4242005060818_1_300.jpg;http://www.findis.fr/data/photos/150/4242005060818_1_150.jpg;aspirateur-traîneau-sans-sac-bosch-bgs7ms64;aspirateur-traîneau-sans-sac-bosch-bgs7ms64.html;4242005060818;;381.66;;;;266.57;7.10;0.83;Activé;"Catalogue, Recherche";"Taxe Produits";;BOSCH;FINDIS;;;;"69 dB";A;"<h2>Détails produit</h2><h3>Description</h3><p>GS50 Relaxx'x - Le plus silencieux des aspirateurs sans sac sur le marché qui en plus reconnait le type de sol : Fonction ComfortSensor pour réguler automatiquement la puissance en fonction du type de sols, plus besoin de la régler manuellement  - Grâce à la technologie Smartsensor des capteurs contrôlent en permanence le débit d'air - Dès que le filtre est saturé, la fonction de nettoyage se déclenche automatiquement - En quelques secondes le filtre est nettoyé et l'aspirateur fonctionne à nouveau de façon optimale - Filtre innovant ''GORE'' CleanStream pour une excellente qualité de filtration des poussières les plus fines et sans risque de blocage - Permanent et efficace à vie - Cet aspirateur est en plus enrichi d'un filtre de sortie d'air hepa permanent - Aucune dépense supplémentaire - Variateur de puissance rotatif - Tube télescopique à crémaillère - Poignée ergonomique - 4 roulettes multidirectionnelles 360 ° pour une plus grande stabilité - Positions rangement et parking - Brosses double position et sols durs - 3 accessoires (suceur radiateur, ameublement et petite brosse) - Coloris noir - Puissance 800 W - Garantie 2 ans.</p><h3>Caractéristiques</h3><p><br>Description guide : Relaxx'x Ultimate ProSilence64 - Tube télescopique - Variateur de puissance - Technologies ComfortSensor et SmartSensor - Hepa - Brosses double position et sols durs - 3 accessoires<br>Label énergie : A<br>Conso élec : 28 kWh/an<br>Label aspiration tapis : B<br>Label aspiration sols durs : A<br>Label filtration : A<br>Niveau sonore : 69 dB<br>Capacité bac : 3 L<br>Tube télescopique : Oui<br>Filtre HEPA : Oui<br>Rayon d'action : 11 m<br>Le + produit : Nettoyage automatique du filtre<br>Dimensions (LxHxP) : 32 x 31 x 47 cm<br>Poids net : 6.7 Kg</p>";"<p><strong>Aspirateur Traîneau sans sac BOSCH - BGS7MS64</strong></p><p>Nettoyage automatique du filtre</p><br>Volume sonore max. : 69 dB<br>Classe_energetique. : A<br>Voir les détails produit ci-dessous</p>";;;;2;1;1;"Aspirateur Traîneau sans sac BOSCH - BGS7MS64";"Aspirateur Traîneau sans sac BOSCH - BGS7MS64 - Lacoop.fr";"Aspirateur Traîneau sans sac BOSCH - BGS7MS64 - Lacoop.fr";;0
admin;base;Findis;simple;Electromenager::1::1::1/Encastrable::1::1::1/Divers::1::1::1/Divers::1::1::1;FND-45055000;"Divers null GROHE - 45055000";"Divers null GROHE - 45055000 | Lacoop.fr";"Achetez Divers null GROHE - 45055000 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4005176006814_1_600.jpg;"Divers null GROHE - 45055000 - Lacoop.fr";http://www.findis.fr/data/photos/300/4005176006814_1_300.jpg;http://www.findis.fr/data/photos/150/4005176006814_1_150.jpg;divers-null-grohe-45055000;divers-null-grohe-45055000.html;4005176006814;;6.43;;;;4.50;5.69;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;GROHE;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>fixation du croisillon</p><h3>Caractéristiques</h3><p></p>";"<p><strong>Divers null GROHE - 45055000</strong></p><p>VarioSpeed avec syst�me Innowave</p><br>Voir les détails produit ci-dessous</p>";;;;2;1;1;"Divers null GROHE - 45055000";"Divers null GROHE - 45055000 - Lacoop.fr";"Divers null GROHE - 45055000 - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/Le lavage intégrable::1::1::1/Lave -vaisselle::1::1::1/Tout-intégrable::1::1::1";FND-SN658X02ME;"Lave-vaisselle Tout-intégrable SIEMENS - SN658X02ME";"Lave-vaisselle Tout-intégrable SIEMENS - SN658X02ME | Lacoop.fr";"Achetez Lave-vaisselle Tout-intégrable SIEMENS - SN658X02ME à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4242003788011_1_600.jpg;"Lave-vaisselle Tout-intégrable SIEMENS - SN658X02ME - Lacoop.fr";http://www.findis.fr/data/photos/300/4242003788011_1_300.jpg;http://www.findis.fr/data/photos/150/4242003788011_1_150.jpg;lave-vaisselle-tout-intégrable-siemens-sn658x02me;lave-vaisselle-tout-intégrable-siemens-sn658x02me.html;4242003788011;;641.03;;;;441.90;34.21;8.33;Activé;"Catalogue, Recherche";"Taxe Produits";;SIEMENS;FINDIS;;;;"42 dB";A++;"<h2>Détails produit</h2><h3>Description</h3><p>Lave-vaisselle Tout intégrable - Ligne IQ500 - 8 programmes dont Silence 39 dB - Commandes sensitives - Programme Entretien de la machine - Options VarioSpeed Plus (3 fois plus rapide), Zone Intensive, Hygiène Plus et Séchage Extra - Système Auto 3in1 : détection lessivielle automatique - Boîte à produit MaxiPerformance - Système ProtectVerre : conserve l'éclat des verres - Aquasensor qui reconnait le degré de salissure - Echangeur thermique qui protège la vaisselle - Tiroir à couverts VarioFlex - Panier supérieur réglable RackMatic 3 niveaux - Paniers modulables VarioFlex : rangement facile de la vaisselle avec touchPoints bleus - Moteur iQDrive - Départ différé jusqu'à 24 heures - Affichage du temps restant - TimeLight : projection du temps restant au sol - Sécurités enfants et anti-débordement active.</p><h3>Caractéristiques</h3><p><br>Description guide : Tout intégrable - 8 programmes dont Silence 39 dB - Commandes sensitives - Options VarioSpeed Plus (3 fois plus rapide), Zone Intensive, Hygiène Plus et Séchage Extra - Paniers modulables VarioFlex - Moteur iQDrive - TimeLight.<br>Nombre de couverts : 14<br>Niveau sonore : 42 dB<br>Conso eau : 2660 L/an<br>Conso élec : 266 kWh/an<br>Tiroir à couverts : Oui<br>Matériau de la cuve : inox<br>Voyant de rinçage : Oui<br>Voyant de sel : Oui<br>Durée du cycle de référence : 195 min<br>Départ différé : jusqu'à 24 h<br>Afficheur Temps Restant : oui<br>Connecté : non<br>Label énergie : A++<br>Label lavage : A<br>Label séchage : A<br>Le + produit : Tiroir à couverts VarioFlex<br>Poids net : 42 Kg<br>Dimensions Encastrement (LxHxP) : 59,8 x 81,5/87,5 x 55 cm<br>Lieu de fabrication : Allemagne</p>";"<p><strong>Lave-vaisselle Tout-intégrable SIEMENS - SN658X02ME</strong></p><p>Tiroir � couverts VarioFlex</p><br>Volume sonore max. : 42 dB<br>Classe_energetique. : A++<br>Nombre de couverts. : 14<br>Voir les détails produit ci-dessous</p>";;;;7;1;1;"Lave-vaisselle Tout-intégrable SIEMENS - SN658X02ME";"Lave-vaisselle Tout-intégrable SIEMENS - SN658X02ME - Lacoop.fr";"Lave-vaisselle Tout-intégrable SIEMENS - SN658X02ME - Lacoop.fr";;14
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Réception télévision::1::1::1/Satellite::1::1::1/Fixations (satellite)::1::1::1";FND-700298;"Fixations (satellite) null TONNA - 700298";"Fixations (satellite) null TONNA - 700298 | Lacoop.fr";"Achetez Fixations (satellite) null TONNA - 700298 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3431047002981_1_600.jpg;"Fixations (satellite) null TONNA - 700298 - Lacoop.fr";http://www.findis.fr/data/photos/300/3431047002981_1_300.jpg;http://www.findis.fr/data/photos/150/3431047002981_1_150.jpg;fixations-(satellite)-null-tonna-700298;fixations-(satellite)-null-tonna-700298.html;3431047002981;;40.00;;;;28.01;0.22;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;TONNA;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Bras de déport mural en L Ø 50 mm - Déport 400 mm - Hauteur 1 m.</p><h3>Caractéristiques</h3><p><br>Type : renforcée<br>Déport : 400 mm<br>Diamètre : 50 mm<br>Colisé par : 1 (prix unitaire)</p>";"<p><strong>Fixations (satellite) null TONNA - 700298</strong></p><p>Rangement du c�ble alimentation</p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Fixations (satellite) null TONNA - 700298";"Fixations (satellite) null TONNA - 700298 - Lacoop.fr";"Fixations (satellite) null TONNA - 700298 - Lacoop.fr";;0
admin;base;Findis;simple;"Petit electromenager::1::1::1/Cuisson et culinaire::1::1::1/Préparation culinaire::1::1::1/Mixeur::1::1::1";FND-MQ3038SPICE;"Préparation culinaire Mixeur BRAUN - MQ3038SPICE";"Préparation culinaire Mixeur BRAUN - MQ3038SPICE | Lacoop.fr";"Achetez Préparation culinaire Mixeur BRAUN - MQ3038SPICE à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8021098774118_1_600.jpg;"Préparation culinaire Mixeur BRAUN - MQ3038SPICE - Lacoop.fr";http://www.findis.fr/data/photos/300/8021098774118_1_300.jpg;http://www.findis.fr/data/photos/150/8021098774118_1_150.jpg;préparation-culinaire-mixeur-braun-mq3038spice;préparation-culinaire-mixeur-braun-mq3038spice.html;8021098774118;;69.50;;;;48.46;0.81;0.25;Activé;"Catalogue, Recherche";"Taxe Produits";;BRAUN;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Mixeur plongeant Multiquick 3 - Facile d'utilisation, il permet de mixer toutes vos préparations en une seule pression - Pied inox amovible et anti-éclaboussures (technologie SPLASHControl) - Pied amélioré avec une petite lame supplémentaire pour réduire en purée les ingrédients les plus durs (technologie PowerBell plus) - 2 vitesses - Petit hachoir de 350 ml pour hacher facilement herbes, viande, fromages durs, noix... en quelques secondes - Moulin pour mouliner très finement café et épices sèches - Fouet inox multibrins pour fouetter, battre et mélanger toutes vos préparations pour des desserts onctueux et légers  - Gobelet 600 ml - Nouveau système EasyClick pour fixer les accessoires plus facilement et plus rapidement - Poignée ergonomique et confortable avec relief pour vous offrir une bonne prise en main - Moteur puissant et extrêmement performant - Coloris blanc et bleu - Puissance 700 W - Garantie 2 ans.</p><h3>Caractéristiques</h3><p><br>Description guide : Mixeur plongeant Multiquick 3 - 2 vitesses - Pied inox anti-éclaboussures - Hachoir 350 ml - Moulin à épices et café - Fouet inox - Verre doseur 0,6 L<br>Puissance : 700 Watts<br>Le + produit : Technologie SPLASHControl<br>Dimensions (LxHxP) : h 40 x Ø 5,3 cm cm<br>Poids net : 0.78 Kg</p>";"<p><strong>Préparation culinaire Mixeur BRAUN - MQ3038SPICE</strong></p><p>Technologie SPLASHControl</p><br>Voir les détails produit ci-dessous</p>";;;;3;1;1;"Préparation culinaire Mixeur BRAUN - MQ3038SPICE";"Préparation culinaire Mixeur BRAUN - MQ3038SPICE - Lacoop.fr";"Préparation culinaire Mixeur BRAUN - MQ3038SPICE - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/La cuisson::1::1::1/Four encastrable::1::1::1/Nettoyage pyrolyse::1::1::1";FND-FZP37901WU;"Four encastrable nettoyage pyrolyse FAURE - FZP37901WU";"Four encastrable nettoyage pyrolyse FAURE - FZP37901WU | Lacoop.fr";"Achetez Four encastrable nettoyage pyrolyse FAURE - FZP37901WU à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/7332543618491_1_600.jpg;"Four encastrable nettoyage pyrolyse FAURE - FZP37901WU - Lacoop.fr";http://www.findis.fr/data/photos/300/7332543618491_1_300.jpg;http://www.findis.fr/data/photos/150/7332543618491_1_150.jpg;four-encastrable-nettoyage-pyrolyse-faure-fzp37901wu;four-encastrable-nettoyage-pyrolyse-faure-fzp37901wu.html;7332543618491;;425.12;;;;290.70;31.33;8.33;Activé;"Catalogue, Recherche";"Taxe Produits";;FAURE;FINDIS;;;;;A+;"<h2>Détails produit</h2><h3>Description</h3><p>Four pyrolyse - 7 modes de cuisson - Programmateur électronique - Préconisation de température - La fonction Set&amp;Go vous permet de programmer le minuteur pour que le four s'arrête automatiquement selon la durée que vous aurez indiqué - Gril double pour griller en grande quantité - Cycle pyrolyse pré-programmé - Eclairage halogène - Porte froide - Verres et porte démontables sans outils pour un nettoyage facile.</p><h3>Caractéristiques</h3><p><br>Description guide : 7 modes de cuisson - Programmateur électronique - Préconisation de température - Gril double - Cycle pyrolyse pré-programmé - Eclairage halogène - Porte froide - Verres et porte démontables sans outils.<br>Nettoyage four : Pyrolyse<br>Volume du four : 57 L<br>Energie four : électrique<br>Type de cuisson : Multifonction<br>Chaleur tournante : Non<br>Modes de cuisson : 7<br>Programmateur : électronique<br>Préconisation température : Oui<br>Cuisson basse T° : Non<br>Sonde de cuisson : Non<br>Fonction Vapeur : Non<br>Porte froide : Oui<br>Ouverture porte : abattante<br>Eclairage intérieur : halogène<br>Accessoires : 2 grilles / 1 lèchefrite<br>Connecté : non<br>Label énergie : A+<br>Le + produit : Porte froide avec verres démontables<br>Coloris : blanc<br>Cordon électrique : fourni (110 cm) sans fiche<br>Dimensions Encastrement (LxHxP) : 56 x 59,3 x 55 cm<br>Poids net : 34.1 Kg<br>Lieu de fabrication : Pologne</p>";"<p><strong>Four encastrable nettoyage pyrolyse FAURE - FZP37901WU</strong></p><p>Porte froide avec verres d�montables</p><br>Classe_energetique. : A+<br>Voir les détails produit ci-dessous</p>";;;;4;1;1;"Four encastrable nettoyage pyrolyse FAURE - FZP37901WU";"Four encastrable nettoyage pyrolyse FAURE - FZP37901WU - Lacoop.fr";"Four encastrable nettoyage pyrolyse FAURE - FZP37901WU - Lacoop.fr";;0
admin;base;Findis;simple;"Son  - telephonie::1::1::1/Element separe::1::1::1/Enceinte hifi::1::1::1/Centrale::1::1::1";FND-S8ATMBL;"Enceinte HiFi centrale JAMO - S8ATMBL";"Enceinte HiFi centrale JAMO - S8ATMBL | Lacoop.fr";"Achetez Enceinte HiFi centrale JAMO - S8ATMBL à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/5709009002934_1_600.jpg;"Enceinte HiFi centrale JAMO - S8ATMBL - Lacoop.fr";http://www.findis.fr/data/photos/300/5709009002934_1_300.jpg;http://www.findis.fr/data/photos/150/5709009002934_1_150.jpg;enceinte-hifi-centrale-jamo-s8atmbl;enceinte-hifi-centrale-jamo-s8atmbl.html;5709009002934;;91.75;;;;63.90;4.97;0.42;Activé;"Catalogue, Recherche";"Taxe Produits";;JAMO;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Enceinte d'effet Dolby Atmos Studio 8 ATM - Recréez l'incroyable expérience cinématographique du Dolby Atmos avec le haut-parleur certifié Dolby Atmos S 8 ATM, en envoyant les effets Dolby Atmos du plafond jusqu‘au spectateur, pour créer une expérience de son ambiophonique tridimensionnelle vraiment époustouflante. Un système de raccordement innovant permet d’éviter les fils disgracieux remontant le long de votre enceinte (Compatible uniquement avec les enceintes S809, S807 et S803).</p><h3>Caractéristiques</h3><p><br>Puissance maxi par canal : 100 W (RMS)<br>Hauteur : 18 cm<br>Bass Reflex : Non<br>Enceintes : 1 voie (s)<br>Puissance : 100 W (RMS)<br>Impédance : 8 ohms<br>Le + produit : Certifié Dolby Atmos<br>Lieu de fabrication : Chine<br>Dimensions (LxHxP) : 19,1x 18 x 24,2 cm<br>Couleur : Noir</p>";"<p><strong>Enceinte HiFi centrale JAMO - S8ATMBL</strong></p><p>Certifi� Dolby Atmos</p><br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Enceinte HiFi centrale JAMO - S8ATMBL";"Enceinte HiFi centrale JAMO - S8ATMBL - Lacoop.fr";"Enceinte HiFi centrale JAMO - S8ATMBL - Lacoop.fr";commande;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/La cuisson::1::1::1/Table de cuisson::1::1::1/Induction::1::1::1";FND-ED659FJB1E;"Table de cuisson induction SIEMENS - ED659FJB1E";"Table de cuisson induction SIEMENS - ED659FJB1E | Lacoop.fr";"Achetez Table de cuisson induction SIEMENS - ED659FJB1E à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4242003697443_1_600.jpg;"Table de cuisson induction SIEMENS - ED659FJB1E - Lacoop.fr";http://www.findis.fr/data/photos/300/4242003697443_1_300.jpg;http://www.findis.fr/data/photos/150/4242003697443_1_150.jpg;table-de-cuisson-induction-siemens-ed659fjb1e;table-de-cuisson-induction-siemens-ed659fjb1e.html;4242003697443;;579.49;;;;402.30;8.47;4.17;Activé;"Catalogue, Recherche";"Taxe Produits";;SIEMENS;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Table induction - Ligne IQ500 - 3 foyers dont 1 CombiZone 2x Ø 21 cm 3,1 kW : plus de flexibilité en combinant deux zones de cuisson - 17 niveaux de puissance - PowerBoost sur chaque foyer - Minuterie coupe-circuit pour chaque foyer - Fonction PowerMove : 2 puissances prédéfinies - Fonction QuickStart : détection automatique des récipients sur la zone de cuisson - Fonction ReStart : en cas d'arrêt brutal de la table, mémorisation de la température initiale pendant 4 secondes - Reconnaissance automatique des casseroles - Touche Nettoyage : possibilité de bloquer le bandeau de commande pendant 20 secondes afin de nettoyer la table en cas de débordement - Témoins de chaleur résiduelle à 2 niveaux - Fonction de gestion d'énergie : s'adapte facilement à toute installation électrique, quelle que soit la puissance du réseau électrique - Affichage de la consommation énergétique - Sécurités enfants et anti-surchauffe - Commandes sensitives TouchSlider - Finition MetalLook.</p><h3>Caractéristiques</h3><p><br>Largeur : 59.2 cm<br>Matière : verre vitrocéramique<br>Brûleur gaz : 0<br>Plaque électrique : 0<br>Foyer radiant : 0<br>Foyer Induction : 3<br>Foyer(s) droit : AV 18/3,1 _ AR 18/3,1 cm/kW<br>Foyer(s) gauche : Centre 28/3,7 cm/kW<br>Bandeau : frontal<br>Commandes : sensitives<br>Puissance de raccordement : 7400 W<br>Alimentation : 220-240 V / 50-60 Hz / 2*16, 32 A<br>Connecté : non<br>Le + produit : CombiZone 3,1 kW<br>Cordon électrique : fourni (110 cm) sans fiche<br>Coloris table : métallisé<br>Bordure : bords biseautés<br>Dimensions Hors tout (LxHxP) : 59,2 x 5,1 x 52,2 cm<br>Dimensions Encastrement (LxHxP) : 56 x 5,1 x 49 cm<br>Poids net : 13 Kg</p>";"<p><strong>Table de cuisson induction SIEMENS - ED659FJB1E</strong></p><p>CombiZone 3,1 kW</p><br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Table de cuisson induction SIEMENS - ED659FJB1E";"Table de cuisson induction SIEMENS - ED659FJB1E - Lacoop.fr";"Table de cuisson induction SIEMENS - ED659FJB1E - Lacoop.fr";commande;0
admin;base;Findis;simple;"Petit electromenager::1::1::1/Cuisson et culinaire::1::1::1/Robot::1::1::1/Pâtissier::1::1::1";FND-QA512G10;"Robot Pâtissier MOULINEX - QA512G10";"Robot Pâtissier MOULINEX - QA512G10 | Lacoop.fr";"Achetez Robot Pâtissier MOULINEX - QA512G10 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3016661153563_1_600.jpg;"Robot Pâtissier MOULINEX - QA512G10 - Lacoop.fr";http://www.findis.fr/data/photos/300/3016661153563_1_300.jpg;http://www.findis.fr/data/photos/150/3016661153563_1_150.jpg;robot-pâtissier-moulinex-qa512g10;robot-pâtissier-moulinex-qa512g10.html;3016661153563;;249.99;;;;174.85;3.97;0.25;Activé;"Catalogue, Recherche";"Taxe Produits";;MOULINEX;FINDIS;;;"4.6 L";;;"<h2>Détails produit</h2><h3>Description</h3><p>Robot Pâtissier - Masterchef Gourmet - Des pâtisseries parfaites et bien plus, sans effort ! - Ce robot pâtissier vous aide au quotidien pour préparer des pâtisseries maison en toute facilité et régaler votre famille - Grâce à son kit de pâtisserie composé du fouet Flex breveté exclusif, d'un batteur et d'un pétrin en fonte, vous êtes sûr de réussir à tous les coups ! - Avec son moteur de 1100 W et son bol de 4,6 L, vous pouvez préparer jusqu'à 1,8 kg de pâte à gâteau, 10 blancs en neige et 800 g de pâte épaisse - Partez à la conquête de la pâtisserie ! - Technologie exclusive de fouet Flex pour des émulsions parfaites, même à partir d'un seul blanc d’œuf - Grâce à sa conception exclusive, le fouet Flex atteint facilement le fond du bol pour un mélange parfait des ingrédients et des émulsions légères et aérées en un rien de temps ! - Mouvement planétaire pour un mélange optimal ! - Avec leur mouvement planétaire, l’accessoire de pâtisserie et la tête du robot peuvent atteindre toutes les zones du bol et fournir des résultats onctueux et homogènes - 8 vitesses + Pulse pour des mélanges lisses et homogènes - Bol inox de 4.6 L avec poignées - Blender 1.5 L gradué pour préparer des smoothies, pâtes à crêpes, soupes chaudes ou froides - Accessoire découpe-légumes avec 3 tambours inox pour découper et râper fin / épais - Livre de 25 recettes à télécharger - Coloris rouge - Puissance 1100 W - Garantie 2 ans.</p><h3>Caractéristiques</h3><p><br>Description guide : Masterchef Gourmet - Blender 1,5 L - Kit pâtisserie métal - 6 vitesses + pulse - Découpe-légumes - Rangement du cordon<br>Puissance : 1100 Watts<br>Capacité : 4.6 L<br>Blender : Oui<br>Pétrin : Oui<br>Nombre de disques : 3<br>Nbre de bols : 1<br>Rangement accessoires : Non<br>Vitesse : 6 + pulse<br>Lieu de fabrication : Chine<br>Le + produit : Flex Whisk Technology<br>Dimensions (LxHxP) : 42,44 x 32,42 x 25,74 cm<br>Poids net : 7.85 Kg</p>";"<p><strong>Robot Pâtissier MOULINEX - QA512G10</strong></p><p>Flex Whisk Technology</p><br>Capacité : 4.6 L<br>Voir les détails produit ci-dessous</p>";;;;2;1;1;"Robot Pâtissier MOULINEX - QA512G10";"Robot Pâtissier MOULINEX - QA512G10 - Lacoop.fr";"Robot Pâtissier MOULINEX - QA512G10 - Lacoop.fr";;0
